accident,accident_label,geo,geo_label,period,value,flag
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",BG,Bulgaria,2023,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",BG,Bulgaria,2024,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2009,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2010,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2011,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2012,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2013,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2015,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2016,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2017,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2018,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2019,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2020,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2021,9,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2022,8,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CH,Switzerland,2024,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2008,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2009,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2010,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2011,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2012,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2015,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2016,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2017,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2019,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2022,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2023,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CHUNNEL,Channel Tunnel,2024,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2006,13,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2007,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2008,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2009,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2010,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2011,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2012,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2013,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2014,13,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2015,14,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2016,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2017,11,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2018,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2019,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2020,11,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2021,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2022,13,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2023,15,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",CZ,Czechia,2024,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2006,422,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2007,15,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2008,13,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2009,16,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2010,13,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2011,18,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2012,23,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2013,29,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2014,32,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2015,40,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2016,29,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2017,38,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2018,40,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2019,33,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2020,40,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2021,24,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2022,44,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2023,42,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DE,Germany,2024,42,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2006,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2008,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2009,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2010,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2015,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2016,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2017,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2018,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2019,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2020,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2022,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2023,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",DK,Denmark,2024,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2008,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2009,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2010,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2011,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2012,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2015,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2016,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2017,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2019,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2022,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EE,Estonia,2024,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2006,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2007,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2008,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2009,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2010,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2012,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2013,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2014,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2015,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2016,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2017,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2018,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2019,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2021,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2022,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2023,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EL,Greece,2024,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2006,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2007,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2008,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2009,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2010,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2011,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2012,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2013,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2014,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2015,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2016,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2017,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2018,14,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2019,9,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2020,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2021,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2022,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2023,14,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",ES,Spain,2024,18,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2010,79,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2011,70,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2012,87,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2013,80,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2014,121,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2015,123,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2016,99,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2017,102,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2018,109,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2019,103,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2020,110,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2021,97,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2022,126,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2023,139,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",EU27_2020,European Union - 27 countries (from 2020),2024,148,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2006,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2008,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2009,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2010,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2011,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2012,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2014,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2015,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2016,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2017,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2019,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2022,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2023,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FI,Finland,2024,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2006,48,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2007,85,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2008,97,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2009,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2010,15,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2011,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2012,17,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2013,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2014,23,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2015,27,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2016,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2017,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2018,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2019,20,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2020,22,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2021,24,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2022,18,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2023,17,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",FR,France,2024,22,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2010,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2011,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2014,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2015,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2016,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2017,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2019,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2021,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2022,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2023,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HR,Croatia,2024,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2006,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2007,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2008,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2009,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2010,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2011,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2013,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2015,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2016,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2017,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2018,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2019,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2020,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2021,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2022,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",HU,Hungary,2023,4,
